"country","code","region","year","life_exp","gdp_per_cap","pop"
"Dominican Republic","dom","Americas",1978,65.19,4712,5543520
"Ecuador","ecu","Americas",1978,63.51,7844,7571953
"Egypt","egy","Africa",1978,57.45,3953,41324806
"El Salvador","slv","Americas",1978,58.09,5867,4415625
"Equatorial Guinea","gnq","Africa",1978,44.04,1436,215284
"Eritrea","eri","Africa",1978,46.09,864,2251129
"Estonia","est","Europe",1978,69.87,11778,1454309
"Ethiopia","eth","Africa",1978,42.07,655,34053431
"Fiji","fji","Asia",1978,62.09,5510,609348
"Finland","fin","Europe",1978,73.13,19608,4749940
"France","fra","Europe",1978,74.12,22928,53685486
"Gabon","gab","Africa",1978,51.81,22649,694734
"Gambia","gmb","Africa",1978,51.61,1799,567828
"Georgia","geo","Europe",1978,69.31,7941,5004521
"Germany","deu","Europe",1978,72.6,26444,78426715
"Ghana","gha","Africa",1978,52.63,2226,10354490
"Greece","grc","Europe",1978,73.38,17707,9388188
"Grenada","grd","Americas",1978,67.07,4820,89070
"Guatemala","gtm","Americas",1978,58.22,6215,6754258
"Guinea","gin","Africa",1978,41.63,1170,4416074
"Guinea-Bissau","gnb","Africa",1978,47.27,1825,819371
"Guyana","guy","Americas",1978,62.03,4304,773227
"Haiti","hti","Americas",1978,49.97,2507,5450550
"Honduras","hnd","Americas",1978,60.8,3700,3413426
"Hong Kong, China","hkg","Asia",1978,74.35,14110,4786580
"Hungary","hun","Europe",1978,69.56,16199,10704187
"Iceland","isl","Europe",1978,76.66,22659,224019
"India","ind","Asia",1978,54.14,1305,665936435
"Indonesia","idn","Asia",1978,57.87,3026,140665859
"Iran","irn","Asia",1978,57.52,13827,35977589
"Iraq","irq","Asia",1978,58.94,13210,12859226
"Ireland","irl","Europe",1978,72.98,15499,3339499
"Israel","isr","Asia",1978,72.9,13656,3594470
"Italy","ita","Europe",1978,73.78,20882,55983298
"Jamaica","jam","Americas",1978,73.21,6912,2089015
"Japan","jpn","Asia",1978,75.67,18484,114054587
"Jordan","jor","Asia",1978,66.46,6939,2146662
"Kazakhstan","kaz","Asia",1978,65.41,13402,14610810
"Kenya","ken","Africa",1978,58.74,2214,15081598
"Kiribati","kir","Asia",1978,52.97,3798,57664
"North Korea","prk","Asia",1978,64.53,1809,16953621
"South Korea","kor","Asia",1978,65.31,5373,36356187
"Kuwait","kwt","Asia",1978,72.72,81146,1247597
"Kyrgyz Republic","kgz","Asia",1978,62.3,3549,3491143
"Lao","lao","Asia",1978,46.47,1486,3164146
"Latvia","lva","Europe",1978,69.45,10003,2491980
"Lebanon","lbn","Asia",1978,66.96,7589,2604875
"Lesotho","lso","Africa",1978,53.38,1339,1241159
"Liberia","lbr","Africa",1978,45.92,1397,1775200
"Libya","lby","Africa",1978,66.62,56017,2952877
"Lithuania","ltu","Europe",1978,70.93,16039,3380879
"Luxembourg","lux","Europe",1978,71.57,34756,361078
"Macedonia, FYR","mkd","Europe",1978,68.88,9133,1877687
"Madagascar","mdg","Africa",1978,52.12,2074,8268902
"Malawi","mwi","Africa",1978,44.92,703,5807170
"Malaysia","mys","Asia",1978,68.21,6414,13191699
"Maldives","mdv","Asia",1978,54.51,1584,148797
"Mali","mli","Africa",1978,40.79,1003,6831530
"Malta","mlt","Europe",1978,73.92,9767,313953
"Mauritania","mrt","Africa",1978,53.89,2797,1448664
"Mauritius","mus","Africa",1978,65.87,5061,937820
"Mexico","mex","Americas",1978,66.05,11118,66025613
"Micronesia, Fed. Sts.","fsm","Asia",1978,63.37,2726,68221
"Moldova","mda","Europe",1978,65.47,6124,3942141
"Mongolia","mng","Asia",1978,58.4,2167,1603908
"Montenegro","mne","Europe",1978,72.75,15175,570062
"Morocco","mar","Africa",1978,58.39,3096,19133462
"Mozambique","moz","Africa",1978,48.52,504,11320103
"Myanmar","mmr","Asia",1978,53.31,1700,32895739
"Namibia","nam","Africa",1978,57.07,6619,970569
"Nepal","npl","Asia",1978,48.94,1049,14228941
"Netherlands","nld","Europe",1978,75.11,25044,13925970
"New Zealand","nzl","Asia",1978,73.14,20707,3129098
"Nicaragua","nic","Americas",1978,64.73,6433,3065118
"Niger","ner","Africa",1978,40.9,1260,5635954
"Nigeria","nga","Africa",1978,50.84,4040,69512233
"Norway","nor","Europe",1978,75.54,31348,4056280
"Oman","omn","Asia",1978,61.57,21418,1032799
"Pakistan","pak","Asia",1978,58.05,2002,73204087
"Panama","pan","Americas",1978,70.85,7372,1884512
"Papua New Guinea","png","Asia",1978,51.65,1915,3047769
"Paraguay","pry","Americas",1978,71.28,5022,3012833
"Peru","per","Americas",1978,61.28,7067,16491087
"Philippines","phl","Asia",1978,63.6,4041,44866279
"Poland","pol","Europe",1978,70.71,12033,35100942
"Portugal","prt","Europe",1978,70.83,13691,9560753
"Qatar","qat","Asia",1978,71.49,150718,192018
"Romania","rou","Europe",1978,70.01,13507,22279485
"Russia","rus","Europe",1978,67.89,17818,136259517
"Rwanda","rwa","Africa",1978,46.81,798,4804375
"St. Lucia","lca","Americas",1978,67.1,5010,114551
"St. Vincent and the Grenadines","vct","Americas",1978,66.61,3419,98634
"Samoa","wsm","Asia",1978,62.02,3686,154010
"Sao Tome and Principe","stp","Africa",1978,61.42,2883,90095
"Saudi Arabia","sau","Asia",1978,65.01,71169,8785326
"Senegal","sen","Africa",1978,47.33,1874,5289445
"Serbia","srb","Europe",1978,70.37,14503,8746982
"Seychelles","syc","Africa",1978,67.89,9898,63880
"Sierra Leone","sle","Africa",1978,50.83,1467,2951001
"Singapore","sgp","Asia",1978,70.34,17799,2344224
"Slovak Republic","svk","Europe",1978,70.59,13191,4895130
"Slovenia","svn","Europe",1978,70.77,18347,1795649
"Solomon Islands","slb","Asia",1978,60.89,1181,215353
"Somalia","som","Africa",1978,46.6,995,5289049
"South Africa","zaf","Africa",1978,55.77,10952,27674446
"Spain","esp","Europe",1978,74.51,17707,37055640
"Sri Lanka","lka","Asia",1978,68.06,2318,14534087
"Sudan","sdn","Africa",1978,56.63,2559,13429688
"Suriname","sur","Americas",1978,67.07,12569,361463
"Swaziland","swz","Africa",1978,53.92,4842,567560
"Sweden","swe","Europe",1978,75.48,24784,8272499
"Switzerland","che","Europe",1978,75.39,38264,6321583
"Syria","syr","Asia",1978,64.84,4398,8363346
"Tajikistan","tjk","Asia",1978,63.81,4809,3707624
"Tanzania","tza","Africa",1978,53.61,1579,17556148
"Thailand","tha","Asia",1978,63.62,3325,45423442
"Timor-Leste","tls","Asia",1978,40.27,794,606295
"Togo","tgo","Africa",1978,52.7,1960,2576468
"Tonga","ton","Asia",1978,66.61,2002,91360
"Trinidad and Tobago","tto","Americas",1978,67.54,16047,1054109
"Tunisia","tun","Africa",1978,62.27,4434,6054914
"Turkey","tur","Europe",1978,60.29,8400,41953105
"Turkmenistan","tkm","Asia",1978,61.28,10538,2723006
"Uganda","uga","Africa",1978,51.83,884,11817951
"Ukraine","ukr","Europe",1978,69.63,9454,49525597
"United Arab Emirates","are","Asia",1978,65.93,143058,827394
"United Kingdom","gbr","Europe",1978,73.04,20337,56223974
"United States","usa","Americas",1978,73.58,29281,225239456
"Uruguay","ury","Americas",1978,70.05,9012,2875970
"Uzbekistan","uzb","Asia",1978,65.64,3577,15148932
"Vanuatu","vut","Asia",1978,56.24,2283,109429
"Venezuela","ven","Americas",1978,68.79,19488,14525929
"Vietnam","vnm","Asia",1978,64.86,1165,52015279
"Yemen","yem","Asia",1978,49.08,3440,7485921
"Zambia","zmb","Africa",1978,57.57,3232,5532350
"Zimbabwe","zwe","Africa",1978,61.17,2209,6796946
"South Sudan","ssd","Africa",1978,44.26,2871,4442665
"Afghanistan","afg","Asia",1979,41.46,1155,13283279
"Albania","alb","Europe",1979,71.14,4201,2626290
"Algeria","dza","Africa",1979,59.56,10293,18760761
"Angola","ago","Africa",1979,45.84,4458,7952882
"Antigua and Barbuda","atg","Americas",1979,70.28,7536,70553
"Argentina","arg","Americas",1979,69.89,10976,27684530
"Armenia","arm","Europe",1979,72.63,3877,3044564
"Australia","aus","Asia",1979,74.4,23697,14532401
"Austria","aut","Europe",1979,72.51,24684,7605888
"Azerbaijan","aze","Europe",1979,65.6,8315,6068531
"Bahamas","bhs","Americas",1979,66.57,21812,206038
"Bahrain","bhr","Asia",1979,68.67,40292,342829
"Bangladesh","bgd","Asia",1979,52.44,1101,79141947
"Barbados","brb","Americas",1979,69.57,12364,251176
"Belarus","blr","Europe",1979,70.82,6752,9593007
"Belgium","bel","Europe",1979,73.13,24756,9842453
"Belize","blz","Americas",1979,69.43,3701,141308
"Benin","ben","Africa",1979,48.88,1255,3618509
"Bhutan","btn","Asia",1979,51.18,1108,400378
"Bolivia","bol","Americas",1979,53.38,4496,5469123
"Bosnia and Herzegovina","bih","Europe",1979,74.48,3480,4107135
"Botswana","bwa","Africa",1979,59.74,3920,959666
"Brazil","bra","Americas",1979,63.45,10187,119341444
"Brunei","brn","Asia",1979,70.65,134864,186786
"Bulgaria","bgr","Europe",1979,71.34,10425,8840131
"Burkina Faso","bfa","Africa",1979,46.58,766,6671659
"Burundi","bdi","Africa",1979,45.6,856,4018927
"Cambodia","khm","Asia",1979,21.91,891,6795102
"Cameroon","cmr","Africa",1979,54.52,2505,8673666
"Canada","can","Americas",1979,74.81,26665,24257594
"Cape Verde","cpv","Africa",1979,61.62,886,281555
"Central African Republic","caf","Africa",1979,50.21,1145,2213888
"Chad","tcd","Africa",1979,50.14,946,4421448
"Chile","chl","Americas",1979,67.99,7603,11070198
"China","chn","Asia",1979,62.95,1059,964155176
"Colombia","col","Americas",1979,67.43,6200,27113510
"Comoros","com","Africa",1979,52.72,1583,297765
"Congo, Dem. Rep.","cod","Africa",1979,51.43,1575,25656486
"Congo, Rep.","cog","Africa",1979,55.22,3869,1749859
"Costa Rica","cri","Americas",1979,72.62,7607,2326708
"Cote d'Ivoire","civ","Africa",1979,52.31,4776,7912390
"Cuba","cub","Americas",1979,73.59,12519,9777287
"Cyprus","cyp","Europe",1979,74.79,13897,680013
"Czech Republic","cze","Europe",1979,71.13,18171,10302778
"Denmark","dnk","Europe",1979,74.41,27020,5118065
"Djibouti","dji","Africa",1979,56.61,3555,336254
"Dominican Republic","dom","Americas",1979,65.65,4807,5675930
"Ecuador","ecu","Americas",1979,64.16,8023,7772652
"Egypt","egy","Africa",1979,58.16,4262,42321740
"El Salvador","slv","Americas",1979,57.98,5618,4498757
"Equatorial Guinea","gnq","Africa",1979,44.44,1407,215014
"Eritrea","eri","Africa",1979,46.38,940,2316054
"Estonia","est","Europe",1979,69.66,11690,1464468
"Ethiopia","eth","Africa",1979,42.74,713,34569428
"Fiji","fji","Asia",1979,62.37,6066,621541
"Finland","fin","Europe",1979,73.42,20918,4762758
"France","fra","Europe",1979,74.43,23647,53857610
"Gabon","gab","Africa",1979,52.61,24502,711544
"Gambia","gmb","Africa",1979,52.62,2028,585155
"Georgia","geo","Europe",1979,69.37,8485,5037237
"Germany","deu","Europe",1979,72.96,27515,78305017
"Ghana","gha","Africa",1979,52.95,2130,10550770
"Greece","grc","Europe",1979,73.68,18184,9513594
"Grenada","grd","Americas",1979,67.33,4964,88571
"Guatemala","gtm","Americas",1979,58.66,6373,6933492
"Guinea","gin","Africa",1979,42.25,1149,4451872
"Guinea-Bissau","gnb","Africa",1979,47.54,1827,834068
"Guyana","guy","Americas",1979,62.18,4206,781677
"Haiti","hti","Americas",1979,50.3,2666,5566265
"Honduras","hnd","Americas",1979,61.65,3738,3523283
"Hong Kong, China","hkg","Asia",1979,74.64,14913,4930298
"Hungary","hun","Europe",1979,69.77,16209,10742694
"Iceland","isl","Europe",1979,76.88,23523,225972
"India","ind","Asia",1979,54.65,1211,681358553
"Indonesia","idn","Asia",1979,58.45,3111,144053516
"Iran","irn","Asia",1979,56.95,12312,37256771
"Iraq","irq","Asia",1979,58.44,16718,13257910
"Ireland","irl","Europe",1979,73.28,15734,3387822
"Israel","isr","Asia",1979,73.19,14159,3671264
"Italy","ita","Europe",1979,74.11,22146,56168376
"Jamaica","jam","Americas",1979,73.52,6688,2113880
"Japan","jpn","Asia",1979,76.18,19346,114993274
"Jordan","jor","Asia",1979,67,7313,2208562
"Kazakhstan","kaz","Asia",1979,65.71,13115,14761509
"Kenya","ken","Africa",1979,59.36,2212,15661414
"Kiribati","kir","Asia",1979,53.36,3275,58509
"North Korea","prk","Asia",1979,64.98,2015,17151321
"South Korea","kor","Asia",1979,65.7,5505,36889651
"Kuwait","kwt","Asia",1979,73.14,109863,1315428
"Kyrgyz Republic","kgz","Asia",1979,62.57,3542,3557793
"Lao","lao","Asia",1979,46.69,1521,3202270
"Latvia","lva","Europe",1979,68.93,10481,2502294
"Lebanon","lbn","Asia",1979,67.08,8585,2602573
"Lesotho","lso","Africa",1979,54.01,1162,1274216
"Liberia","lbr","Africa",1979,46.57,1408,1830963
"Libya","lby","Africa",1979,67.4,61213,3069540
"Lithuania","ltu","Europe",1979,70.8,15843,3406311
"Luxembourg","lux","Europe",1979,72.25,35697,362791
"Macedonia, FYR","mkd","Europe",1979,68.98,9682,1902718
"Madagascar","mdg","Africa",1979,52.58,2218,8507958
"Malawi","mwi","Africa",1979,45.31,714,5986639
"Malaysia","mys","Asia",1979,68.56,6785,13504433
"Maldives","mdv","Asia",1979,55.53,1706,153285
"Mali","mli","Africa",1979,41.61,1227,6956779
"Malta","mlt","Europe",1979,74.19,10563,316781
"Mauritania","mrt","Africa",1979,54.51,2879,1490811
"Mauritius","mus","Africa",1979,66.41,5153,952587
"Mexico","mex","Americas",1979,66.58,11912,67688533
"Micronesia, Fed. Sts.","fsm","Asia",1979,63.53,2692,70550
"Moldova","mda","Europe",1979,65.41,6044,3974506
"Mongolia","mng","Asia",1979,58.46,2211,1646291
"Montenegro","mne","Europe",1979,72.95,16108,574953
"Morocco","mar","Africa",1979,59.13,3176,19595092
"Mozambique","moz","Africa",1979,48.88,496,11635174
"Myanmar","mmr","Asia",1979,53.69,1751,33675835
"Namibia","nam","Africa",1979,57.57,6703,991365
"Nepal","npl","Asia",1979,49.63,1045,14554356
"Netherlands","nld","Europe",1979,75.59,25473,14017909
"New Zealand","nzl","Asia",1979,73.18,21144,3135453
"Nicaragua","nic","Americas",1979,65.28,4575,3157356
"Niger","ner","Africa",1979,41.44,1320,5798584
"Nigeria","nga","Africa",1979,51.42,4192,71619216
"Norway","nor","Europe",1979,75.54,32737,4069626
"Oman","omn","Asia",1979,62.65,21258,1091855
"Pakistan","pak","Asia",1979,58.44,2018,75575981
"Panama","pan","Americas",1979,71.3,7529,1931393
"Papua New Guinea","png","Asia",1979,52.4,1908,3130125
"Paraguay","pry","Americas",1979,71.51,5449,3094479
"Peru","per","Americas",1979,61.93,7298,16924758
"Philippines","phl","Asia",1979,63.81,4154,46113992
"Poland","pol","Europe",1979,71.05,11703,35435627
"Portugal","prt","Europe",1979,71.64,14430,9667021
"Qatar","qat","Asia",1979,71.83,148451,205244
"Romania","rou","Europe",1979,70.06,13769,22457125
"Russia","rus","Europe",1979,67.61,17632,137144808
"Rwanda","rwa","Africa",1979,47.12,846,4968628
"St. Lucia","lca","Americas",1979,67.64,5077,116292
"St. Vincent and the Grenadines","vct","Americas",1979,66.88,3495,99589
"Samoa","wsm","Asia",1979,62.62,4149,154763
"Sao Tome and Principe","stp","Africa",1979,61.67,3266,92652
"Saudi Arabia","sau","Asia",1979,66.03,69720,9323290
"Senegal","sen","Africa",1979,48.4,1946,5424299
"Serbia","srb","Europe",1979,70.53,15313,8829038
"Seychelles","syc","Africa",1979,68.16,11366,65153
"Sierra Leone","sle","Africa",1979,51.49,1513,3017670
"Singapore","sgp","Asia",1979,70.68,19252,2375417
"Slovak Republic","svk","Europe",1979,70.92,13217,4943732
"Slovenia","svn","Europe",1979,70.85,19444,1815101
"Solomon Islands","slb","Asia",1979,61.27,1424,222905
"Somalia","som","Africa",1979,47.03,869,5758961
"South Africa","zaf","Africa",1979,56.29,11132,28360820
"Spain","esp","Europe",1979,75.05,17825,37397232
"Sri Lanka","lka","Asia",1979,68.52,2424,14789300
"Sudan","sdn","Africa",1979,56.8,2213,13917268
"Suriname","sur","Americas",1979,67.39,11872,362137
"Swaziland","swz","Africa",1979,54.62,4766,585335
"Sweden","swe","Europe",1979,75.52,25827,8294832
"Switzerland","che","Europe",1979,75.69,39109,6306578
"Syria","syr","Asia",1979,65.44,4411,8651904
"Tajikistan","tjk","Asia",1979,64.04,4617,3809991
"Tanzania","tza","Africa",1979,53.98,1559,18110990
"Thailand","tha","Asia",1979,64.1,3427,46412310
"Timor-Leste","tls","Asia",1979,41.01,813,586886
"Togo","tgo","Africa",1979,53.29,2026,2642845
"Tonga","ton","Asia",1979,66.84,2016,92299
"Trinidad and Tobago","tto","Americas",1979,67.73,16549,1069199
"Tunisia","tun","Africa",1979,63.36,4618,6205210
"Turkey","tur","Europe",1979,61.03,8160,42912350
"Turkmenistan","tkm","Asia",1979,61.58,10158,2791575
"Uganda","uga","Africa",1979,51.93,770,12177677
"Ukraine","ukr","Europe",1979,69.36,9372,49750150
"United Arab Emirates","are","Asia",1979,66.43,159226,927303
"United Kingdom","gbr","Europe",1979,73.14,20871,56220089
"United States","usa","Americas",1979,74.03,29951,227411604
"Uruguay","ury","Americas",1979,70.32,9513,2896021
"Uzbekistan","uzb","Asia",1979,65.94,3468,15543520
"Vanuatu","vut","Asia",1979,56.83,2306,112579
"Venezuela","ven","Americas",1979,69.04,19140,14931741
"Vietnam","vnm","Asia",1979,65.84,1151,53169674
"Yemen","yem","Asia",1979,50.11,3533,7765087
"Zambia","zmb","Africa",1979,57.66,2993,5727577
"Zimbabwe","zwe","Africa",1979,61.82,2217,7031159
"South Sudan","ssd","Africa",1979,44.61,2488,4565912
"Afghanistan","afg","Asia",1980,41.96,1158,13211412
"Albania","alb","Europe",1980,71.39,4218,2681245
"Algeria","dza","Africa",1980,60.92,10166,19337723
"Angola","ago","Africa",1980,46.14,4443,8211950
"Antigua and Barbuda","atg","Americas",1980,70.59,8169,70301
"Argentina","arg","Americas",1980,70.2,10982,28105889
"Armenia","arm","Europe",1980,72.72,3815,3096298
"Australia","aus","Asia",1980,74.56,23872,14708323
"Austria","aut","Europe",1980,72.64,25259,7597269
"Azerbaijan","aze","Europe",1980,65.55,8228,6163990
"Bahamas","bhs","Americas",1980,66.75,22747,210660
"Bahrain","bhr","Asia",1980,69.09,44996,359902
"Bangladesh","bgd","Asia",1980,53.18,1079,81364176
"Barbados","brb","Americas",1980,69.91,12885,252197
"Belarus","blr","Europe",1980,70.57,6776,9654455
"Belgium","bel","Europe",1980,73.18,25847,9855747
"Belize","blz","Americas",1980,69.78,4148,144151
"Benin","ben","Africa",1980,49.34,1338,3718024
"Bhutan","btn","Asia",1980,52.12,1131,412561
"Bolivia","bol","Americas",1980,54.21,4363,5589572
"Bosnia and Herzegovina","bih","Europe",1980,74.82,3582,4144726
"Botswana","bwa","Africa",1980,60.24,4292,996331
"Brazil","bra","Americas",1980,63.81,10922,122199721
"Brunei","brn","Asia",1980,70.95,121356,193057
"Bulgaria","bgr","Europe",1980,71.17,10088,8865235
"Burkina Faso","bfa","Africa",1980,47.61,759,6822840
"Burundi","bdi","Africa",1980,45.93,887,4126544
"Cambodia","khm","Asia",1980,28.16,839,6718241
"Cameroon","cmr","Africa",1980,55.06,2671,8932121
"Canada","can","Americas",1980,75.05,26678,24515788
"Cape Verde","cpv","Africa",1980,62.41,1189,285599
"Central African Republic","caf","Africa",1980,50.61,1103,2274095
"Chad","tcd","Africa",1980,50.56,891,4512795
"Chile","chl","Americas",1980,68.7,8088,11234340
"China","chn","Asia",1980,63.92,1073,977837433
"Colombia","col","Americas",1980,68.07,6373,27737905
"Comoros","com","Africa",1980,53.15,1636,308518
"Congo, Dem. Rep.","cod","Africa",1980,51.76,1567,26357407
"Congo, Rep.","cog","Africa",1980,55.45,4238,1801688
"Costa Rica","cri","Americas",1980,73.2,7537,2389309
"Cote d'Ivoire","civ","Africa",1980,52.87,4068,8265549
"Cuba","cub","Americas",1980,73.84,12284,9835177
"Cyprus","cyp","Europe",1980,74.99,14582,685406
"Czech Republic","cze","Europe",1980,70.67,18586,10337827
"Denmark","dnk","Europe",1980,74.3,26921,5123435
"Djibouti","dji","Africa",1980,57.1,3500,358960
"Dominican Republic","dom","Americas",1980,66.12,4988,5809271
"Ecuador","ecu","Americas",1980,64.82,8145,7976449
"Egypt","egy","Africa",1980,58.85,4580,43369552
"El Salvador","slv","Americas",1980,57.96,5064,4577683
"Equatorial Guinea","gnq","Africa",1980,44.85,1349,220605
"Eritrea","eri","Africa",1980,46.66,942,2383858
"Estonia","est","Europe",1980,69.75,11676,1474487
"Ethiopia","eth","Africa",1980,42.8,715,35239974
"Fiji","fji","Asia",1980,62.65,5843,635256
"Finland","fin","Europe",1980,73.71,21965,4779454
"France","fra","Europe",1980,74.53,23962,54053224
"Gabon","gab","Africa",1980,53.42,27736,729165
"Gambia","gmb","Africa",1980,53.61,1772,604371
"Georgia","geo","Europe",1980,69.4,8825,5073241
"Germany","deu","Europe",1980,73.14,27765,78159527
"Ghana","gha","Africa",1980,53.26,2090,10802025
"Greece","grc","Europe",1980,74.01,18373,9620274
"Grenada","grd","Americas",1980,67.6,4949,89004
"Guatemala","gtm","Americas",1980,59.12,6475,7118628
"Guinea","gin","Africa",1980,42.92,1166,4506559
"Guinea-Bissau","gnb","Africa",1980,47.83,1500,849886
"Guyana","guy","Americas",1980,62.34,4270,786614
"Haiti","hti","Americas",1980,50.62,2848,5688832
"Honduras","hnd","Americas",1980,62.5,3616,3635862
"Hong Kong, China","hkg","Asia",1980,74.93,16005,5053684
"Hungary","hun","Europe",1980,69.18,16369,10759022
"Iceland","isl","Europe",1980,76.92,24580,228127
"India","ind","Asia",1980,55.1,1270,697229745
"Indonesia","idn","Asia",1980,59.01,3314,147490366
"Iran","irn","Asia",1980,56.24,10366,38668222
"Iraq","irq","Asia",1980,57.91,16614,13653358
"Ireland","irl","Europe",1980,73.66,16078,3431078
"Israel","isr","Asia",1980,73.47,14768,3744667
"Italy","ita","Europe",1980,74.07,22861,56336446
"Jamaica","jam","Americas",1980,73.82,6243,2142438
"Japan","jpn","Asia",1980,76.16,19741,115912104
"Jordan","jor","Asia",1980,67.51,8357,2280670
"Kazakhstan","kaz","Asia",1980,66.05,12914,14918991
"Kenya","ken","Africa",1980,59.96,2249,16267906
"Kiribati","kir","Asia",1980,53.75,1774,59340
"North Korea","prk","Asia",1980,65.39,1887,17372167
"South Korea","kor","Asia",1980,66.15,4899,37451085
"Kuwait","kwt","Asia",1980,73.58,108146,1384342
"Kyrgyz Republic","kgz","Asia",1980,62.89,3536,3627499
"Lao","lao","Asia",1980,46.91,1553,3252701
"Latvia","lva","Europe",1980,69.23,10844,2513397
"Lebanon","lbn","Asia",1980,67.21,9098,2605294
"Lesotho","lso","Africa",1980,54.65,1100,1307403
"Liberia","lbr","Africa",1980,47.14,1268,1892529
"Libya","lby","Africa",1980,68.13,59420,3191304
"Lithuania","ltu","Europe",1980,70.78,15747,3431933
"Luxembourg","lux","Europe",1980,72.42,35908,364044
"Macedonia, FYR","mkd","Europe",1980,69.08,10094,1924194
"Madagascar","mdg","Africa",1980,53.01,2177,8746516
"Malawi","mwi","Africa",1980,45.72,698,6163225
"Malaysia","mys","Asia",1980,68.89,7183,13833739
"Maldives","mdv","Asia",1980,56.58,1968,158282
"Mali","mli","Africa",1980,42.45,1068,7090125
"Malta","mlt","Europe",1980,74.47,11200,319898
"Mauritania","mrt","Africa",1980,55.13,2942,1534085
"Mauritius","mus","Africa",1980,66.92,4560,966036
"Mexico","mex","Americas",1980,67.09,12716,69330974
"Micronesia, Fed. Sts.","fsm","Asia",1980,63.64,2417,72967
"Moldova","mda","Europe",1980,65.4,6002,4009843
"Mongolia","mng","Asia",1980,58.56,2502,1689622
"Montenegro","mne","Europe",1980,73.16,16814,580755
"Morocco","mar","Africa",1980,59.93,3402,20071902
"Mozambique","moz","Africa",1980,49.17,499,11936379
"Myanmar","mmr","Asia",1980,54.07,1864,34470694
"Namibia","nam","Africa",1980,58.06,6824,1012761
"Nepal","npl","Asia",1980,50.32,994,14890080
"Netherlands","nld","Europe",1980,75.72,25857,14103279
"New Zealand","nzl","Asia",1980,72.98,21259,3146771
"Nicaragua","nic","Americas",1980,65.83,4577,3249910
"Niger","ner","Africa",1980,42,1353,5963159
"Nigeria","nga","Africa",1980,51.95,4250,73698096
"Norway","nor","Europe",1980,75.8,34346,4082525
"Oman","omn","Asia",1980,63.7,21463,1154375
"Pakistan","pak","Asia",1980,58.79,2155,78071984
"Panama","pan","Americas",1980,71.72,8486,1978575
"Papua New Guinea","png","Asia",1980,53.11,1822,3215483
"Paraguay","pry","Americas",1980,71.73,6087,3180628
"Peru","per","Americas",1980,62.59,7443,17359118
"Philippines","phl","Asia",1980,64.06,4251,47396966
"Poland","pol","Europe",1980,70.4,11307,35782855
"Portugal","prt","Europe",1980,71.71,15016,9755635
"Qatar","qat","Asia",1980,72.14,134862,223715
"Romania","rou","Europe",1980,70.1,13705,22612149
"Russia","rus","Europe",1980,67.57,17557,138063062
"Rwanda","rwa","Africa",1980,47.46,920,5140786
"St. Lucia","lca","Americas",1980,68.15,4728,117984
"St. Vincent and the Grenadines","vct","Americas",1980,67.19,3529,100506
"Samoa","wsm","Asia",1980,63.2,3879,155554
"Sao Tome and Principe","stp","Africa",1980,61.83,3157,94953
"Saudi Arabia","sau","Asia",1980,66.99,72465,9912917
"Senegal","sen","Africa",1980,49.42,1826,5568651
"Serbia","srb","Europe",1980,70.68,15900,8908293
"Seychelles","syc","Africa",1980,68.4,10894,66292
"Sierra Leone","sle","Africa",1980,52.04,1544,3086406
"Singapore","sgp","Asia",1980,71.04,20882,2414524
"Slovak Republic","svk","Europe",1980,70.58,13514,4988654
"Slovenia","svn","Europe",1980,70.89,20265,1835839
"Solomon Islands","slb","Asia",1980,61.53,1293,230614
"Somalia","som","Africa",1980,47.46,837,6089707
"South Africa","zaf","Africa",1980,56.85,11577,29077143
"Spain","esp","Europe",1980,75.53,18119,37704867
"Sri Lanka","lka","Asia",1980,68.97,2514,15036562
"Sudan","sdn","Africa",1980,56.95,2159,14418063
"Suriname","sur","Americas",1980,67.71,10836,362777
"Swaziland","swz","Africa",1980,55.31,4723,603373
"Sweden","swe","Europe",1980,75.74,26010,8310915
"Switzerland","che","Europe",1980,75.69,40692,6303608
"Syria","syr","Asia",1980,66.01,4777,8956156
"Tajikistan","tjk","Asia",1980,64.28,4461,3917642
"Tanzania","tza","Africa",1980,54.29,1534,18684893
"Thailand","tha","Asia",1980,64.62,3508,47385325
"Timor-Leste","tls","Asia",1980,42.45,832,577580
"Togo","tgo","Africa",1980,53.87,1882,2720838
"Tonga","ton","Asia",1980,67.08,2324,93007
"Trinidad and Tobago","tto","Americas",1980,67.89,17624,1085308
"Tunisia","tun","Africa",1980,64.41,4837,6368169
"Turkey","tur","Europe",1980,61.74,7828,43905790
"Turkmenistan","tkm","Asia",1980,61.9,9853,2861000
"Uganda","uga","Africa",1980,52.01,729,12547754
"Ukraine","ukr","Europe",1980,69.33,9349,49968811
"United Arab Emirates","are","Asia",1980,66.91,182668,1016789
"United Kingdom","gbr","Europe",1980,73.57,20417,56221513
"United States","usa","Americas",1980,73.93,29619,229588208
"Uruguay","ury","Americas",1980,70.6,10034,2915775
"Uzbekistan","uzb","Asia",1980,66.25,3382,15951899
"Vanuatu","vut","Asia",1980,57.41,1989,115634
"Venezuela","ven","Americas",1980,69.3,18125,15343917
"Vietnam","vnm","Asia",1980,66.49,1097,54372518
"Yemen","yem","Asia",1980,51.13,3457,8059381
"Zambia","zmb","Africa",1980,57.62,2998,5929497
"Zimbabwe","zwe","Africa",1980,62.48,2364,7289083
